n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
173,@ChaseSupport I have a mortgage and 2 credit cards with you. How can I not open a checking account online or over the phone?,0,0,0, i have a mortgage and 2 credit cards with you how can i not open a checking account online or over the phone,unknown,neutral
174,@ChaseSupport  is it possible to activate a debit card outside the american soil?,0,0,0,  is it possible to activate a debit card outside the american soil,unknown,negative
175,@ChaseSupport Sending you a DM now.,0,0,0, sending you a dm now,unknown,positive
176,RT @ChaseSupport: @dendenator 1/2 We would still like to put you in contact with a rep from our Auto Loan Dept to address this. If you'd li…,1,0,0, 12 we would still like to put you in contact with a rep from our auto loan dept to address this if youd li…,joy,positive
177,RT @ChaseSupport: @dendenator 1/2 We would still like to put you in contact with a rep from our Auto Loan Dept to address this. If you'd li…,1,0,0, 12 we would still like to put you in contact with a rep from our auto loan dept to address this if youd li…,joy,positive
178,"@ChaseSupport 
I book flight yesterday through Ultimate rewards, confirmation i# M9495139. I never received a confirmation email.",0,0,0," 
i book flight yesterday through ultimate rewards confirmation i m9495139 i never received a confirmation email",unknown,neutral
179,"@ChaseSupport Hi could you please DM me? I received an email from someone that ""says"" he is from your bank and would like to verify. Thanks!",1,0,0, hi could you please dm me i received an email from someone that says he is from your bank and would like to verify thanks,joy,positive
180,"@ChaseSupport Your emails aren’t working. I earned more than 54 points yesterday, let alone an entire year. http://t.co/4aXFnWifGE",0,0,0, your emails aren’t working i earned more than 54 points yesterday let alone an entire year ,unknown,positive
181,@ChaseSupport Following..,0,0,0, following,unknown,positive
182,"@ChaseSupport My insurance company is recommending I sign a ""direction to pay"" since I'll be traveling for a week. Will that still work?",1,0,0, my insurance company is recommending i sign a direction to pay since ill be traveling for a week will that still work,unknown,neutral
183,"@ChaseSupport Did you remove the ability to send checks online? I can't seem to find it, and would rather not have to go into a branch!",0,0,0, did you remove the ability to send checks online i cant seem to find it and would rather not have to go into a branch,unknown,positive
184,@ChaseSupport I actually ended up calling in and spoke to someone on the help line.,0,0,0, i actually ended up calling in and spoke to someone on the help line,unknown,positive
185,"RT @Barclaycard: @janiobi @ChaseSupport If you need anything Amy just contact my Barclaycard US, @AskBCUS they'll help. ^TM",0,0,0, if you need anything amy just contact my barclaycard us  theyll help tm,unknown,neutral
186,@heyjupiter21 I am sorry to hear that. I am worried about that happening now.@ChaseSupport,-2,0,1, i am sorry to hear that i am worried about that happening now,sadness,negative
187,"@janiobi @ChaseSupport If you need anything Amy just contact my Barclaycard US, @AskBCUS they'll help. ^TM",0,0,0,  if you need anything amy just contact my barclaycard us  theyll help tm,unknown,neutral
188,@ChaseSupport I still get no answers from Chase. You must be the most complicated bank there is. Not even escalation can get an answer!,-1,0,0, i still get no answers from chase you must be the most complicated bank there is not even escalation can get an answer,sadness,negative
189,.@ChaseSupport just DMd you. I have now contacted you for 4th time about issue. Let's see what you can do before I go back to @Barclaycard,-1,0,0, just dmd you i have now contacted you for 4th time about issue lets see what you can do before i go back to ,unknown,positive
190,@ChaseSupport I have a leased vehicile andw as in an accident. Do I need to contact you guys?,0,0,0, i have a leased vehicile andw as in an accident do i need to contact you guys,unknown,negative
191,@ChaseSupport it would bring your app up to date with the other financial apps I use like AMEX. Please prioritize! Thanks,1,0,0, it would bring your app up to date with the other financial apps i use like amex please prioritize thanks,joy,positive
192,@ChaseSupport Thanks for your help - I'll make sure I have that documentation with me - thanks for your help.,0,0,0, thanks for your help  ill make sure i have that documentation with me  thanks for your help,unknown,neutral
193,I have to say...calling a bank shouldn't make me this happy. Thank you @ChaseSupport for always being amazing! #CustomerService #bank,3,1,0,i have to saycalling a bank shouldnt make me this happy thank you  for always being amazing customerservice bank,joy,positive
194,@ChaseSupport is it safe to use my chase account on Apps like Mint and Level ?,2,1,0, is it safe to use my chase account on apps like mint and level ,joy,neutral
195,"@chasesupport 
Been waiting on my card for &gt;1 week when I was told next day shipping! Have a trip this weekend and want to use the card….",0,0,0," 
been waiting on my card for gt1 week when i was told next day shipping have a trip this weekend and want to use the card…",unknown,positive
196,@ChaseSupport seems to be confusion @SouthwestAir said they were being mailed in waves and 2 be patient. Have Premier Card-same as husband.,1,0,0, seems to be confusion  said they were being mailed in waves and 2 be patient have premier cardsame as husband,unknown,neutral
197,RT @ChaseSupport: We’re back and would love to help with your banking questions today. We only request that you take off your mittens befor…,1,0,0, we’re back and would love to help with your banking questions today we only request that you take off your mittens befor…,joy,positive
198,@ChaseSupport Hi - I'm going to be living in Chicago for 6 months (B1 Visa so no SSN) - am I able to get a basic bank account?,0,0,0, hi  im going to be living in chicago for 6 months b1 visa so no ssn  am i able to get a basic bank account,sadness,negative
199,@ChaseSupport is adding Touch ID support to your iOS app on the product roadmap?,1,0,0, is adding touch id support to your ios app on the product roadmap,unknown,neutral
200,@ChaseSupport Does the Chase Sapphire Preferred still receive triple points at restaurants on the first Friday of each month?,0,0,0, does the chase sapphire preferred still receive triple points at restaurants on the first friday of each month,unknown,positive
201,.@ChaseSupport Your customer support is terrible.,0,0,0, your customer support is terrible,fear,neutral
202,"@ChaseSupport Hey, Chase, I need helppppp!",0,0,0, hey chase i need helppppp,unknown,negative
203,"@ChaseSupport Case Insenstive passwords are BAD for your user's security. Please Fix it! Even better, use FIDO: https://t.co/Vc0oFbaI9J",0,0,0, case insenstive passwords are bad for your users security please fix it even better use fido ,joy,positive
204,can @ChaseSupport  help me get @verified thanks to my run to @ChipotleTweets  today? I mean come on. I make beautiful music!,1,0,0,can   help me get  thanks to my run to   today i mean come on i make beautiful music,sadness,negative
205,"@ChaseSupport 
Please send me a Direct Message
Thanks",0,0,0," 
please send me a direct message
thanks",joy,positive
206,"@ChaseSupport 
Hello,

Please contact me regarding a problem with my Ultimate Rewards.
Thanks,
Abdul @AbdulSheir1",-1,0,0," 
hello

please contact me regarding a problem with my ultimate rewards
thanks
abdul ",joy,positive
207,@ChaseSupport I had an account. You stranded me in DC. I have moved to NY where you have branches. I would like to clear  up the account,2,1,0, i had an account you stranded me in dc i have moved to ny where you have branches i would like to clear  up the account,joy,neutral
208,“@ChaseSupport: @kidnapped1979 ^EN are my initials. My name is Erin. Chase Bank is a part of JPMorgan Chase &amp; Co as a whole. ^EN” scum bags,-1,0,0,“  en are my initials my name is erin chase bank is a part of jpmorgan chase amp co as a whole en” scum bags,unknown,negative
209,"“@ChaseSupport:  BULLSHIT You can send your tax bill to JPMorgan Chase Bank, NA,: Tax Department, PO Box 961227, Ft. Worth, TX 76161. ^SG”",0,0,0,“  bullshit you can send your tax bill to jpmorgan chase bank na tax department po box 961227 ft worth tx 76161 sg”,unknown,negative
210,"@ChaseSupport Thank You, It makes it a lot harder when you get direct deposit and need cash. I appreciate it",2,1,0, thank you it makes it a lot harder when you get direct deposit and need cash i appreciate it,joy,negative
211,@ChaseSupport where are you all located?,0,0,0, where are you all located,unknown,positive
