n,Cleaned Text,Emotion,Polarity
403, yesterday i called and was treated badly by one of your repsproblem was not resolved at all can i go to a branch,unknown,negative
404, okthx for the reply and looking forward to see u in hk soon,unknown,positive
405, hi there would you kindly followdm us at  so that we may reply thanks aw,joy,positive
406, hi there please followdm us at  so that we may reply thanks aw,joy,positive
407, this needs to be 0 no minimum want text msg every time the card used no value in 20 minimum ,unknown,positive
408, why theres no branch in hong kong i am a huge huge fan of capital one why tell me why,unknown,positive
409, ,unknown,positive
410,  issues with posting payments on your mobile iphone app  have not been able to schedule a payment off and on for weeks,unknown,positive
411," no kidding tell your friends 
",unknown,positive
412, seriously are you ever going to fix your android app on lollipop this is getting ridiculous,unknown,negative
413, have a question need to direct message,unknown,negative
414, still waiting for those envelopes you promised me weeks ago because your tech dev team is stuck in 2005,anger,positive
415, android l sdk was out in october whats the hold up,unknown,positive
416, i did and it worked but it doesnt give me  a warm fuzzy feeling when i log into my bank and thats what i get,joy,negative
417, were leaving for the night tweet us in the ammj,unknown,positive
418,  dont get fooled by  they got fined 210 million amp they want u to follow them fuck them call centers,sadness,negative
419, will do impressed by the quick reply,unknown,positive
420, i already did on there end it went through cap1 is dropping the ball this was 12414 how do i send supporting docs,unknown,positive
421, smooth on my part i know lol,unknown,positive
422, what happened was i paid it once and it didnt process yet so i paid again now its been paid twice and i need 2 cancel one,unknown,negative
423, loving my new journey credit card Ì†Ìö,joy,positive
424, having an issue with a credit posting to my account contacted merchant everything cont ,anger,negative
425, hey there well be happy to help you please follow amp dm us at   thanks mj,joy,positive
426,  i am a small business and need a pos that accepts cc and snap,unknown,negative
427, i have done so now,unknown,positive
428, someone else used my email address for their capital one account i dont want to receive their account emails,unknown,neutral
429, not working in firefox or chrome,unknown,positive
430, site hasnt been working for days  ref no 151368084,unknown,positive
431, yes i reported it records updated and new cards sent out however no explanation of how it was allowed to happen,unknown,positive
432, two months in and your mobile app still isnt updated for lollipop and my nexus 6 is there an eta,unknown,positive
433, i want to close an account with you but cant get hold of my details help,joy,negative
434, may you plz check your dm,unknown,positive
435, how long will it take for me to receive a new debit card if mine was lost,unknown,negative
436, card declined twice at grocery store and called to confirm charges that were labelled as fraudulent hotline was rude help,unknown,negative
437, just refollowed,unknown,positive
438, thank you,unknown,positive
439, cc,unknown,positive
440, suretried chrome and ie error comes up once i log inalready cleared cache,unknown,neutral
441, been trying to get into site since last friday keeps giving me an error message that site is down any updates,sadness,negative
442, wallet app keeps getting better with each update any eta on support for iphone 6plus screen resolutions though,unknown,positive
443, i can‚Äôt seem to pay either with my iphone or ipad using the app today is there a known issue,unknown,negative
444, can i pay my friend truck note over the phone with my card also what information do i need to have on hand about the truck,joy,negative
445, or should i just find another bank whose apps do work on major platforms so i can do mobile banking properly,unknown,positive
