"","x"
"1280","@BofA_Help I am sorry. And perhaps you do not have fault in this, but do you really think it's prudent to have me wait another few days?"
"1281","@BofA_Help Odd: OLB verified full legal name w/ me upon login. Why?  Is it doing this for everyone?  Thx!"
"1282","@BofA_Help thanks, I would love assistance."
"1283","@BofA_Help all good, Firefox didn't like the url. Chrome was able to get me logged in"
"1284","@BofA_Help i called in and was assisted"
"1285","(2/2) his email isn't on the account. Reps had no solution, I'm concerned about fraud. Help? @BofA_Help"
"1286","@AlexandraPuffer @bankofamerica @BofA_Help thank you! I keep this account for all my moving around, but  seriously tempted to close it"
"1287","@Kfroehlich22 @bankofamerica Go with a local credit union next time, love! But try @BofA_Help Hope it's resolved quickly."
"1288","@BofA_Help I need your help, I can't use my credit card to buy in @GUESS store?"
"1289","@BofA_Help Twitter won't let me DM, but location doesn't matter.  I'm offended that I have to pay to cash a check you issued."
"1290","@BofA_Help whats wrong with yalls phones? Been on hold for over an hr now!!!"
"1291","RT @BofA_Help: @TheNotoriousMIG Hi, what happened? Do you need any assistance? ^jd"
"1292","@BofA_Help let me pull my money out my account !"
"1293","@BofA_Help ok follow back"
"1294","@BofA_Help not showing what the call center is showing. It was a complete waste of time. Nothing got resolved"
"1295","@BofA_Help your bank lost my checks and has failed to reinstate the money that they lost."
"1296","@BofA_Help are your lines working? Been trying to communicate all day long, keep getting being put on hold!! #annoyed"
"1297","@BofA_Help there is nothing you can do to help Bank of America is just a fuck up"
"1298","@BofA_Help I'll take a rain check on that offer. I think your company has done enough ""helping"" for the moment.  Oh wait... #ha"
"1299","@BofA_Help I contact u on Wednesday"
"1300","@BofA_Help they stole my tweet fam"
"1301","@MarleeDecker @BofA_Help IT SAYS INVALID CARD WHEN THERE IS STILL MONEY IN MY ACCOUNT, I JUST DONT UNDERSTAND I DONT"
"1302","@BofA_Help @xKelsealee her card don't work"
"1303","RT @BofA_Help: @xKelsealee We’re here to help; let me know what I can do to assist. ^ma"
"1304","@BofA_Help got it taken care of, thanks"
"1305","@BofA_Help I hate you I hate you I hate you"
"1306","RT @RhduvuiEdward: @SailorBoyMeeko @BofA_Help they suspect though"
"1307","RT @RhduvuiEdward: @BofA_Help @SailorBoyMeeko don't give that zoe no info. He tryna finness"
"1308","@BofA_Help @SailorBoyMeeko don't give that zoe no info. He tryna finness"
"1309","@BofA_Help yep, ty!"
"1310","@BofA_Help @The_Cantinflas give me a phone number where someone answers the phone"
"1311","@BofA_Help  looking for grads on a scheme to fill out my CIPD dissertation survey https://t.co/Pk7vL7SzTl pls RT"
"1312","@BofA_Help thanks still waiting for written confirm from boca"
"1313","@BofA_Help No, I haven't bothered to contact anyone. Last time I was just told it was my fault that I got wrong information from you guys."
"1314","@BofA_Help hey ya but I have no phone right now"
"1315","@BofA_Help I can't see my credit card account when I log in to BofA (either on web or on the app).  Is there some issue?"
"1316","@BofA_Help thanks for reply!! Hope we at least get an @bankofamerica ATM in Harrisburg PA. <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"1317","RT @BofA_Help: @revthomasjr Hi, Walter.We constantly evaluate our retail network to meet evolving customer demand and may add or consolidat…"
"1318","@BofA_Help every time I leave the app it logs me out"
"1319","RT @BofA_Help: @SailorBoyMeeko What happened? Anything I can do to help ? ^pf"
"1320","@BofA_Help thank u the manager just shredded my atm card and sent me a new one so the problem should be fixed"
"1321","@BofA_Help cashing my check would be lovely"
"1322","@BofA_Help terrible customer service"
"1323","@BofA_Help I waited 30 minutes to be helped...said something several times..then a guy walks in and gets helped instantly..."
"1324","@BofA_Help How do I change my pass code online?"
"1325","@BofA_Help Just had 2 different calls w/ your support center. I don't wish to discuss further as it is a waste of my valuable time. Thx tho."
"1326","@BofA_Help I will thanks"
"1327","@_LoveTru @BofA_Help naw this is one of them ""you can't tell us a reason"" situations. You ain't got da answers sway"
"1328","@BofA_Help NA FUCK THAT...tell BRIAN MOYNIHAN I want the FADE...Fuck him and you and every other banker and ALL yall employees"
"1329","@BofA_Help Happy Monday. Will any BofA branches open on MLK Day? Or is your bank observing that holiday and closing?"
"1330","@BofA_Help i'm in Barcelona Spain now i'd use my debit card. Which Atm does charge me the min fee and what's the rate of exchange?"
"1331","RT @BofA_Help: @Timothy_Ozovehe Were you able to get the problem resolved? If not, I’d like to help. ^ji"
"1332","RT @BofA_Help: @_LoveTru We’re here to help; let me know what I can do to assist. ^ma"
"1333","@bofa_help ie. my call was terminated. Going to try calling Apple now."
"1334","@BofA_Help thank you!!"
"1335","@bofa_help I talked to 3 representatives. Last transfer was not successful. Frustrating."
"1336","@BofA_Help how do you close an account?"
"1337","@BofA_Help Send me my check that I've been waiting several months for and if you can't do that don't bother replying back"
"1338","@maxwellsantoro Hi Thom. We're here on Twitter if you ever need assistance. Find us @BofA_Help.^sf"
"1339","@HeIsMaxBarth We saw that you mentioned us. If you need help, let us know @BofA_Help.^sf"
"1340","@westcoaststyle We saw that you mentioned us. If you need help, let us know @BofA_Help.^sf"
"1341","@NASCARHall @CharMeckDA @BofA_Help @kmondayWSOC9 Now? I'm sure the City Manager is living within their means. @FBICharlotte"
"1342","@NASCARHall Interesting. @CharMeckDA @BofA_Help @kmondayWSOC9 To forgive as the Christ."
"1343","I really want to go back to @BofA_Help  but I overdraft $500 by mistake :( and the bank account is already closed I'm going to cry <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>"
"1344","@BofA_Help is my current balance is the balance that's it's going to be once they clear and when do they usually clear"
"1345","@BofA_Help need assistance, check your DMs. <U+23F3><U+231B><U+FE0F>"
"1346","@BofA_Help DM'd you"
"1347","@BofA_Help After happening twice in six months I'd like to know where, so I can stop using that merchant, otherwise it's not really a help."
"1348","@BofA_Help Hi, got in touch with your fraud line early yesterday morning. It was all resolved. Thanks!"
"1349","@BofA_Help ugh. Gotta wait until I get home from work, and I am deaf. Can't hear well on the phone."
"1350","RT @davidkapsner: @BofA_Help I have not gotten any BofA ""bill-pay"" email alerts on any of my bills for this month. What is going on? Email …"
"1351","@BofA_Help I have not gotten any BofA ""bill-pay"" email alerts on any of my bills for this month. What is going on? Email server upgrades?"
"1352","@BofA_Help because you did before. But i dont know what happened, now you dont allow me to take money"
"1353","@BofA_Help WTF did you do to online CC bill pay? How many hoops do you think people will jump thru before they go back to check/snail mail?"
"1354","@LionelNowell @BofA_Help Thanks to Kevin Church for taking the time to listen."
"1355","@BofA_Help yes, I forwarded it. Thank you."
"1356","@BofA_Help I can't send a DM bc you are not following me"
"1357","I'm at Bank of America - @bofa_help in San Bruno, CA w/ @ninergiant49 https://t.co/vIM6dRhvgr"
"1358","@BofA_Help thanks so much called in to fix my mistake and you went above and beyond by helping to lower my rate even. Best service ever."
"1359","@BofA_Help @saudiinchicago: @BofA_Help my problems did not fixed"
"1360",".@BofA_Help In Capetown; tried using an ATM, but the ATM reported my card stolen &amp; wouldn't return it or give cash. WTF? I need cash/card!!"
"1361","On hold to MBNA for 5 minutes and then just cut off! Not impressed! @BofA_Help"
"1362","@BofA_Help why did BOA take 33$ from my account. It said something about a fee for over withdrawing or deposit but i did no such thing."
"1363","@BofA_Help I think you need to be following me for me to send a DM"
"1364","@BofA_Help, you are welcome. Thanks as well."
"1365","@BofA_Help $12 was taken from my savings account as 'Monthly Maintenance Fee'. What is that ? and why ?"
"1366","@BofA_Help Thanks!"
"1367","I hate banks. @BofA_Help has charged me THREE NSF fees for a one cent transaction that didn't go through. A PENNY. NO JOKE."
"1368","@BofA_Help You guys seriously need 24 hr phone support for fraud. Extremely frustrating you don't"
"1369","Not cool @BofA_Help - went to your wicker park location &amp; a security guard wouldn't let me go to atm. Now had to pay a convenience fee."
"1370","yall got bofa? @BofA_Help"
"1371","@BofA_Help hello?"
"1372","@BofA_Help  i font know my new checking acct number got the atm card but no number can i use the atm card to get the account number"
"1373","@BofA_Help any one know why I got a check deposited the 29th and The 5 and I recieved te check from the 29 on the 3rd but the 5th still isnt"
"1374","@BofA_Help but I have been using it"
"1375","@BofA_Help tried chat &amp; phone to get overdraft fees due to confusion around the holidays reversed. No one could do it. Im finding a new bank"
"1376","@BofA_Help I need help with a card restriction after trying to pay a bill"
"1377","@BofA_Help I have a question concerning one of my accounts. Could I discuss it with you?"
"1378","RT @BofA_Help: @lopez_lmhs Thank you! Our customers mean everything to us; we strive to exceed your expectations. ^ys"
"1379","it's all good @chase, I remembered that @BofA_Help (Bank of America) rocks! I knew it all along but today proved it.  BofA #1 Cust Service!"
"1380","@BofA_Help please update the iOS app for iPhone 6 plus optimization :)"
"1381","@BofA_Help hi I just received a voicemail from 855-834-5401. Please check the DM for my overseas number."
"1382","@BofA_Help it was not resolved,care answer was I am sorry it was a valid charge apologize for any inconvenience  from our employee"
"1383","@BofA_Help i'm witting the call"
"1384","@BofA_Help Beverly Hobbs, 01602, 781-248-7605, reach me anytime, waiting 2 hours for a call"
"1385","@BofA_Help I though you guys were going to call me ?"
"1386","FINALLY found a @BofA_Help agent that was amazing all the way in the Bronx! Idalia needs serious props for her #customerservice. #Thankyou"
"1387","@BofA_Help Hi, are there any charges for your visa cash rewards card when used outside of the USA?"
"1388","@BofA_Help too late, already closed my accounts."
"1389",".@BofA_Help still waiting for that call! Please use my cellphone number. #CustomerExperience #ServiceNotupToPar"
"1390","@BofA_Help I could some assistance.l please.  No luck with cust service...."
"1391","@BofA_Help 781-248-7605 call anytime"
"1392","@BofA_Help I need to pay with a check.The beneficiary want to deposit that check no his account. We are not in USA"
"1393","@BofA_Help threatened to go into my account and charge me for past transfers #bankofamerica #bofa"
"1394","@BofA_Help I have its S/N start with GAAE222 ? THANKS"
"1395","@BofA_Help hi. I just found my safepass at home. The display after not use for long time, is working well now. Can you re activate it ?"
"1396","@BofA_Help seems the online sign in is not connecting."
"1397","@BofA_Help thank you so much for taking care of me"
"1398","@BofA_Help can I still use my Bank of America account even while living and working overseas? And who would I update my information!?"
"1399","@BofA_Help be significantly impacted. I can't believe you guys messed this up..."
"1400","@BofA_Help hey. I am in Honolulu and you guys dont have a branch here, and i need to deposit some money. How can i do that? Thanks."
"1401","Close..but solution involving $600 of stop payment fees 2 ending painful overdraft fees was creative but missed main point. @BofA_Help #cxp"
"1402","@BofA_Help I have a question and need some help with my account. Can we message?"
"1403","@joyregullano @BofA_Help this is hilarious"
"1404","@BofA_Help can Yall call today"
"1405","@BofA_Help I did."
"1406","@BofA_Help it makes sense to charge me a stupid maintenance fee when I only have $5 in my account, right? http://t.co/ZLCWu7lYQL"
"1407","@BofA_Help Anne Leist, I just moved, think you have my old address 28079 is zip, call Monday 9 or so thanks"
"1408","@BofA_Help it's not worth it I've asked to speak to manager four times I've been told the same story every time wait 24 to 48 hours"
"1409","@BofA_Help a little tired of having to recoup annoying fees which should never be there. Waiting two months for card"
"1410","Work done going to @BofA_Help"
"1411","@BofA_Help Almost every year for the past 4 years you guys have this mysterious ""security breach"" and force me to get a new card. #skeptical"
"1412","@BofA_Help how do i Dm you. Id be tickled to tell u what i think."
"1413","On a better note, &lt;3 my local @BofA_Help in #columbiaheights #dc! Manager always remembers me and asks how my biz is doing! #happycustomer"
"1414","@BofA_Help I have tried several times. Filed a claim, but custmr-service and claims reps have below average IQ and have no solutions."
"1415","@Hal_Duncan Hi, Hal. We saw that you mentioned us. If you need help, let us know @BofA_Help. ^hn"
"1416","@BofA_Help thanks, but I just left a branch so I doubt I can get anymore assistance. But thanks"
"1417","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>RT @BofA_Help: @__HanaJuku We’d like to keep you as a satisfied customer. Please let me know how I can assist you. ^eb"
"1418","RT @phrustr8dgenius: Diana D with boa's social media team is the real MVP today. @BofA_Help"
"1419","@BofA_Help more men sitting in offices 3 deep then helping people on line waiting 4  tellers Need to go w another bank 25 MIN. wait UNREAL"
"1420","@BofA_Help What kind of fees does BoA apply to international transactions? For instance, in Canada..?"
"1421","Diana D has the best service I've received from @BofA_Help. She actually listened, looked @ my acct &amp; wasn't stuck to a script. I thank her!"
"1422","@BofA_Help just did &amp; I'm sending additional information now.  Thank you! I work in a secured bldg. so cellphones don't work."
"1423","@BofA_Help ive already taken care of it but thank you"
"1424","@BofA_Help um thanks"
"1425","Yeah. @mycustomersays protip for @Fidelity &amp; @BofA_Help - Don't change the security code to the new one until cust activates the new card!"
"1426","@BofA_Help 
I would like to know where my monry is now, how much is in there and what I can do to get the money out."
"1427","@BofA_Help is there anyway I can have a savings account that doesn't charge a maintenance fee??"
"1428","@BofA_Help requested info was sent multiple times, my funds were not returned, requests ignored although emails were read"
"1429","@BofA_Help I have been banking with you for years, I am going to close my accounts and go public with this if the right thing is not done"
"1430","RT @BofA_Help: @iTZREADY Hi Matty, If there is an account specific concern you need assistance with please let us know, we'd be happy to as…"
"1431","@BofA_Help the one on Broward and 27th"
"1432","@BofA_Help I figured it out thx!"
"1433","@BofA_Help yes i owed a dollar to you guys i thought i paid for it but when i checked i was - $70 , you guys gave me 2 overdrafts"
"1434","@BofA_Help my understanding was at this time my new card has still not been ordered"
"1435","@BofA_Help can you please give me a call at 3pm?"
"1436","@BofA_Help 
Re: 110 Idle Gate Court Johns Creek, Ga.30022. I need help with this property. 4045809919. Please call 9-6p.m. Thanks"
"1437","@notSHYasia We saw that you mentioned us. If you need help, let us know @BofA_Help. ^fa"
"1438","@BofA_Help got it taken care of. Thanks."
"1439","@bofa_help Kudos to Veronica at the Redwood Shores branch. She went above and beyond to help."
"1440","Waiting to verify my checking acct..2 deposits were supposed to be made and it's been a day. Does it usually take this long? @BofA_Help"
"1441","RT @BofA_Help: @_relleee  Hi, we’re here to help; let me know what I can do to assist. ^am"
"1442","RT @BofA_Help: @American_Female Thank you! ^sn"
"1443","@BofA_Help Sincerely appreciate all your help"
"1444","@BofA_Help wanting to deposit a check into my new account but the amount is over the limit. My business account. Any help or work around?"
"1445","@BofA_Help No I was not. Thank you! Should I DM you my phone number?"
"1446","@BofA_Help you guys cancelled my debit card and sent no notification i will be closing me account with you"
"1447","@BofA_Help my accnt was opened in USA but I'm traveling in Panama now. Need to make a large withdrawal.  No luck at ATM. Can you help?"
"1448","RT @BofA_Help: @American_Female You are welcome! It was nice speaking with you today. ^sn"
"1449","Thank you for following up &amp; investigating the matter further. I look forward to speaking soon! Ms. Samar should be promoted! @BofA_Help"
"1450","RT @Ron_Mexiico: THE MOST BULLSHIT BANK EVER @BofA_Help"
"1451","I told you 10am. Nobody ever responded or confirmed.  You called me at 10:18. I am available now. @BofA_Help"
"1452","@BofA_Help turns out it was not resolved after all. I was once again provided incorrect information. I have sent a private message to you."
"1453","They soo annoying RT“@BofA_Help: @RetrosNRedBones  Hi, what happened? Anything I can do to help? ^am”"
"1454","@BofA_Help Is there anyone that can help me with an overdraft issue due to a company that accidentally double-charged me for an item?"
"1455","@BofA_Help i just wanna know what happened to bank of america in wallace nc..  i was that now im first south"
"1456","@BofA_Help Patricia Beliard, 33162, 3059268974, anytime"
"1457","@BofA_Help I would like to not have a new card but"
"1458","@BofA_Help it was the Farmington branch. Everyone was very nice but just struck me as odd"
"1459","@BofA_Help its not right to charge an overdraft fee because of the maintenance fee that was charged and caused the overdraft"
"1460","@BofA_Help I got a $36.00 withdrawal over fee on my savings account and I want my money back"
"1461","@BofA_Help There is no option to send you a DM. Please email me at theseasidebaker@gmail.com."
"1462","@BofA_Help I received an email allegedly from BOA asking me to call 866-869-2047 which is not listed as a BOA number online. Legit?"
"1463","@BofA_Help I need your assistance with my savings account please"
"1464","@BofA_Help how long does it usually take to switch over a direct deposit?"
"1465","Still no help at all from @BofA_Help"
"1466","@BofA_Help Thanks for responding, but from my experience anyone trying to get something done online with you will not ge"
"1467","@BofA_Help then I have to sit on the phone bc I accidentally went over on my card. There's just no accidents with BOA. You mess up &amp; get"
"1468","@BofA_Help No need, I gave up. You are late anyway. I am done with this nonsense.After 1 week, I don't want to deal with BoA anymore."
"1469","@BofA_Help follow back so I can DM"
"1470","RT @johnnie_O: @American_Female @BofA_Help what the heck?!? #poorcustomerservice"
"1471","@BofA_Help probably won't."
"1472","your phone customer service department is useless. I do not do biz with or have a mortgage with bofa. this is total BoA error @BofA_Help"
"1473","@BofA_Help why did you steal a mortgage pymt out of my bank acct? I never authorized this. I don't do biz/have mortgage with u. plz explain"
"1474","@BofA_Help Very annoyed...was waiting for BofA to call me back, no call. Also waiting on the survey for that 2nd call I made about my issue."
"1475","@sephora @BofA_Help i will send you both a dm."
"1476","“@aguiar_caleb: @InfiniteVman overdraw fees? Complete scam” I agree it's completely ridiculous @BofA_Help"
"1477","@BofA_Help you took 30 dollars out of my savings for transferring money between my accounts more than 3 times.That's horseshit."
"1478","@BofA_Help Thank you for meeting me halfway! I appreciate your decision! #rewardpoints"
"1479","@BofA_Help nah I'm done with ya, closing my account b."
"1480","@BofA_Help yeah... But I'm tired of this happening...."
"1481","@BofA_Help I am trying to make a large purchase and card was declined at first. I don't usually make purchases this large."
"1482","@BofA_Help it's the 2nd time they've done it &amp; cust.service won't waive the fee. I can't get a postdated check cashed so why does it happen?"
"1483","@BofA_Help thank you so much for all help !"
"1484","@BofA_Help you have to follow me for me to message you"
"1485","I am s VERY HAPPY customer. After quite awhile talking with @BofA_Help (Bank of America) we have found a compromise to an issue I had!Yahoo!"
"1486","@BofA_Help is this normal? Before this it asked my favorite restaurant. My photo key never came up to put my PW in. http://t.co/ljel4iPR3H"
"1487","@BofA_Help already did and everyone was completely useless"
"1488","@BofA_Help I've been helped, thank you"
"1489","@BofA_Help to fill out a deposit slip."
"1490","@BofA_Help Hi, I am a Brazilian and would like to open an account with you in Miami. Pls contact me at jcmbermudez@gmail.com for details."
"1491","“@BofA_Help: @AloneOnMyThrone Hello, Shanice. Have you called for assistance? If you’re still having trouble, I’d like to help. ^co”<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"1492","Really @BofA_Community? You allow deposits that are dated later than the deposit date? Doesn't seem right  @MassAGO @BofA_Help #IsItLegal?"
"1493","@BofA_Help I need help with my personal Bofa"
"1494","@BofA_Help thank you"
"1495","@BofA_Help fuck yall niggas <ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>"
"1496","@BofA_Help I have not but can't DM you as our accts don't follow each other. I will call customer service again."
"1497","@BofA_Help @madamezooble the bot approves."
"1498","@LAmaleCA  We saw that you mentioned us. If you need help, let us know @BofA_Help. ^mb"
"1499","@BofA_Help can you follow so I can DM some info?"
"1500","@BofA_Help so you reach out the second someone says something bad, but then leave them hanging.  Again, awesome business practices."
"1501","@BofA_Help it's settled thank you!"
"1502","@BofA_Help would not like to broadcast my account number on Twitter.  If you can private message me that would be ideal.  I cannot msg you."
"1503","@BofA_Help The people I dealt with at customer service are dreadful. Fortunately, the manager at my local branch was able to fix the issue."
"1504","@BofA_Help trying to seek assistance with horrible mortgage terms"
"1505","@BofA_Help to date you've be unsuccessful in all attempts to help."
"1506","@BofA_Help probably should call soon if not ill have found another bank over a 35 bollar fee"
"1507","@BofA_Help-not a customer. Just got this text. Obvi a scam, figured I'd share. Called &amp; asks for debit card # http://t.co/zyfzpDiq66"
"1508","@BofA_Help Oh, I've had bigger problems with BoA, but even improving small things (like adding a simple ADDRESS to your site) would be nice."
"1509","@BoostCare I can't use my phone for @bofa_help mobile banking because your company won't commit to security patches."
"1510","@BofA_Help no im switching. I can't anymore"
"1511","RT @BofA_Help: @Cleeer___  Hi, what happened? Anything I can do to help? ^am"
"1512","RT @BofA_Help: @rainbowdipper Thank you for letting us know.  Let us know if you ever need answers to account related questions. ^dw"
"1513","@BofA_Help why did my ebanking change and plenty of my friends still have their ebanking account?"
"1514","@BofA_Help so did yall close down or what  why my card say first south?  <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> i cant go to #bofa.  Thats some bs"
"1515","@BofA_Help no it's still not working"
"1516","@BofA_Help I need help."
"1517","@BofA_Help 
@ 
Hi!
I am on abroad travel right now. I signed up for Excess Express(DD) of my Univ. I haven't received a refund! Pls help!"
"1518","@BofA_Help Theres no need really for that, I was curious because its an apparent urban legend"
"1519","@BofA_Help Do you have email for contact?"
"1520","@BofA_Help @LisaShippelLaw 930 am tomorrow when I'm back in the office thanks a lot"
"1521","@BofA_Help why change my account from ebanking to bofa core and not everyone else?"
"1522","@BofA_Help has great customer service! They try to make sure ur happy.  A company is only as strong as its employees http://t.co/RvouoJwgLW"
"1523","@pennyis On your Home page Click the Person Icon in top right &amp; send New Message to @BofA_Help with your name/phone#. ^aa"
"1524","@BofA_Help Is it true that if you put in your pin backwards at an atm it alerts the cops?"
"1525","@kimyoogyeom We saw that you mentioned us. If you need help, let us know @BofA_Help. ^as"
"1526","@BofA_Help I got it taken care of. Thx"
"1527",".@BofA_Help Hi, in the end the bank asked me to give a description 4 the location of my residence. I did, I can't imagine it's that helpful"
"1528","@BofA_Help : I'm still not able to get help w/ the issue yet. I apparently have to wait."
"1529","@BofA_Help I was just on the phone with Carol and she's incredible! Give that girl a raise!! Or at least employee of the month. She's great!"
"1530","@BofA_Help okay thanke"
"1531","@BofA_Help I'm done with u guys so irritating Ur guys way of biz"
"1532","@BofA_Help   follow back please, thanks :)"
"1533","Always thankful when my homeowners are given assistance by you guys...@BofA_Help @Ask_WellsFargo (^sp)"
"1534","@BofA_Help I've cancelled my card."
"1535","RT @BofA_Help: @MikePin3r0  Was the link provided useful? Please let us know if you need additional assistance. Thank you. ^ah"
"1536","@BofA_Help thank you again for your help. I will DM you about this."
"1537","RT @BofA_Help: @LaJessi____ Hi Jessy. We’re here to help; let me know what I can do to assist. ^ma"
"1538","@BofA_Help can you call my office?  678-615-3349"
"1539","RT @ButterflyRachel: .@BofA_Help Your BofA CC customer service line messed up as ever: completely automated with no agent default option - …"
"1540","@BofA_Help aside from long hold everything worked out beautiful"
"1541","@BofA_Help I think the lack of tellers is really slacking. The one on one with people is important. You call me after 4..8034935271"
"1542","@BofA_Help No. I was told there's nothing that can be done."
"1543","@BofA_Help the branch is question is the ""Central Plaza Branch"" in Miami, FL 33126."
"1544","@BofA_Help not to be snarky, by you could start my answering my first question about 'extenuating circumstances'"
"1545","@BofA_Help hour on the phone with BofA w/escalation to a manager thanks to methods of posting transactions as ""processing""=Unnecessary fees"
"1546","@BofA_Help 
Your website has routing numbers  for all states. My cheque shows a different number to the one for my state. Which one to use?"
"1547","@BofA_Help a feature was added to my account that I was unaware of &amp; now I'm overdrafted"
"1548","@annalunoe Bank of America @BofA_Help"
"1549","@BofA_Help and if i have my debit card BUT not my acc num., the teller wont take my money and instead told me to go to the ATM"
"1550","@BofA_Help call me"
"1551","Does everyone else's bank force them to switch cards every few months or is it just @BofA_Help?"
"1552","@BofA_Help could you call me ??"
"1553","@BofA_Help I'm being charged monthly now <ed><U+00A0><U+00BD><ed><U+00B1><U+008E>"
"1554","@BofA_Help apparently you can't help because your customer service representatives don't know how to do their jobs"
"1555","Maybe see if @BofA_Help can help you? But def look into new bank or CU! RT @Just_AP: @AndyLally @BankofAmerica https://t.co/yQp7wMYasq"
"1556","@BofA_Help irvine/jamboree and culver branch in Irvine. Thank you Glendale branch."
"1557","@BofA_Help I need you to follow me back for me to DM"
"1558","@BofA_Help great reply time 18hrs.  Luckily the 3rd branch would accept cash. I also returned to the second location hours later, still down"
"1559","@BofA_Help I am out of the country on vacations and need to deposit a check, the app won't let me deposit. What else can I do?"
"1560","@BofA_Help yes. Thank you."
"1561","RT @BofA_Help: @ForeverGGlove Thank you for being a valued customer. Have a great day! ^rh"
"1562","RT @BofA_Help: @TballsNyaFace Hi, Trent. Have you called for assistance? We’re here to help; let me know what I can do to assist. ^av"
"1563","@BofA_Help I called and got a replacement on the way. Thank you for your support."
"1564","@BofA_Help already taken care of but thanks for reaching out."
"1565","@BofA_Help What is an 'extenuating circumstance' and why is keeping you from answering a customer support call? You're about to get dropped."
"1566","@BofA_Help no I've had continuous problems ever since I opened my account"
"1567","RT @BofA_Help: @DOLLABILLSLAVE If you have an account related issue, we would be happy to give you a call. ^ct"
"1568","@BofA_Help I need a number to an auto loan specialist from Baltimore, md. Is it possible I can talk to one today?"
"1569","@BofA_Help Thank you LK.   Great resolution and experience.  I value your prompt #customerservice.   This was an awesome #CustomerExperience"
"1570","@BofA_Help done! Thanks"
"1571","@BofA_Help, thanks for calling. I didn't close my acct so I'm wondering if there are other options for me since I use my acct for my ebooks."
"1572",".@BofA_Help 3. Appreciate the tweet back, please pass along the feedback to the right people."
"1573",".@BofA_Help 2. Customers should be notified of a card being deactivated proactively via email, text and phone. Not when making a purchase."
"1574","@BofA_Help no...you don't offer it"
"1575",".@BofA_Help 1. Agents should not be allowed to put someone on hold &amp; disappear for 30min and then never come back. Got new agent after 30min"
"1576","@BofA_Help and I just discovered the charge this morning when looking at nt account."
"1577","@BofA_Help I went in to change my name after getting married. I was offered a new card with the new name, and was not told about the fee"
"1578","@BofA_Help Love the email receipt option, really love it. However PLEASE obscure some of the email address onscreen! #privacymatters"
"1579","@BofA_Help Hi there, tried contacting you from Qatar just now but was told no associates were working yet. Am I mistaken w/ my times?"
"1580","@BofA_Help officer told me to transfer money but the money is now in bank of new york so money cant transfer into the account"
"1581","@BofA_Help I have problem with account. First I have notification by mobile banking -12.05$ but I already close my account. And one of the"
"1582","@BofA_Help I need help with my account since I've moved out of the country and therefore cannot access my account w my previous U.S. phonenr"
"1583","@lexilooo @BofA_Help @BofA_Community yeah really not a fan of BofA either <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>"
"1584","@BofA_Help k.  Appreciate it so much <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"1585","I never got a phone call @BofA_Help <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>"
"1586","@BofA_Help an unwanted purchase from another state has been made with my BofA debit card. What number  should I call?"
"1587","RT @BofA_Help: @bretthackel Have you called for assistance? If you’re still having trouble, I’d like to help. ^df"
"1588","@BofA_Help why is my account still open. I wrote you guys as a closure request and asked for my remainder balance."
"1589","RT @NyawiraNjoroge: The staffer at @BofA_Help said they weren't sure if #Kenya was among countries that use P.O. Boxes-I asked him whether …"
"1590","RT @chasersweet: @BofA_Help got an email saying my account fell below $25 and will incur overdraft fees but I wrote a letter to close the a…"
"1591","Bank of America charges for replacement debit cards?! they never mentioned this fee. total BS. @BofA_Help @BofA_Community"
"1592","How does @BofA_Help automated sys tell me they r closed then tell me I'm calling during the hours of operation? Pick 1. Already annoyed."
"1593","@BofA_Help got an email saying my account fell below $25 and will incur overdraft fees but I wrote a letter to close the account?"
"1594","Take em out already, it's confusing me. I'm not trying to get overdraft. Its been a week. You sneaky betch. @BofA_Help"
"1595","@BofA_Help Can you follow so that I can DM or an email that I send it to?"
"1596","@BofA_Help i found mystery transaction on my checking account. Can someone explain how it happened? I can't be on telephone hold; call me?"
"1597","@BofA_Help I'm good. Thx for your help."
"1598","The staffer at @BofA_Help said they weren't sure if #Kenya was among countries that use P.O. Boxes-I asked him whether he couldn't google it"
"1599","Seriously @BofA_Help - you shld facilitate tax issues for all your clients not just the ones with street addresses. #IFoundItThatWay #Kenya"
"1600","Twas a great day. I did waste &gt;2 hrs trying to explain to @BofA_Help that my non US resident P.O. Box address is legimitate though #TaxForms"
"1601","@BofA_Help would be better for a private message :)"
"1602","RT @ManuKumar: On hold w/@BofA_Help for 32min &amp; counting since for the 3rd time my credit card has been deactivated w/o notice due to a bre…"
"1603","@ManuKumar @BofA_Help bofa is the worst. Check out first republic and amex. Also http://t.co/qEMDujIKbp"
"1604","@ManuKumar @BofA_Help login online and verify the charges?? Or is it an actual breach.."
"1605","On hold w/@BofA_Help for 32min &amp; counting since for the 3rd time my credit card has been deactivated w/o notice due to a breach/compromise."
